x,light
250,0.423980712890625
251,0.42853450775146484
252,0.43833351135253906
253,0.4267463684082031
254,0.4378328323364258
255,0.4378089904785156
256,0.4368553161621094
257,0.43807125091552734
258,0.43921566009521484
259,0.43528175354003906
260,0.43044185638427734
261,0.4293212890625
262,0.42798614501953125
263,0.41926002502441406
264,0.4341611862182617
265,0.4314432144165039
266,0.43244457244873047
267,0.42107200622558594
268,0.42002296447753906
269,0.42040443420410156
270,0.4170665740966797
271,0.41980838775634766
272,0.4304656982421875
273,0.4307279586791992
274,0.41577911376953125
275,0.41806793212890625
276,0.4286537170410156
277,0.4235992431640625
278,0.4269132614135742
279,0.42848682403564453
280,0.4262218475341797
281,0.4277000427246094
282,0.42417144775390625
283,0.42047595977783203
284,0.42586421966552734
285,0.4235515594482422
286,0.4230985641479492
287,0.4258403778076172
288,0.4154930114746094
289,0.41399097442626953
290,0.4107246398925781
291,0.4263887405395508
292,0.4254112243652344
293,0.4239330291748047
294,0.42378997802734375
295,0.4165658950805664
296,0.42307472229003906
297,0.4229316711425781
298,0.41141605377197266
299,0.41120147705078125
300,0.4111299514770508
301,0.4137287139892578
302,0.41179752349853516
303,0.4207143783569336
304,0.42171573638916016
305,0.42047595977783203
306,0.41942691802978516
307,0.4092226028442383
308,0.4105100631713867
309,0.4045257568359375
310,0.4193553924560547
311,0.41666126251220703
312,0.41077232360839844
313,0.4091987609863281
314,0.42002296447753906
315,0.4214773178100586
316,0.4088888168334961
317,0.4160890579223633
318,0.4160652160644531
319,0.41992759704589844
320,0.41871166229248047
321,0.40297603607177734
322,0.41632747650146484
323,0.4183063507080078
324,0.41887855529785156
325,0.41926002502441406
326,0.4089841842651367
327,0.4091510772705078
328,0.4203805923461914
329,0.4176626205444336
330,0.4203329086303711
331,0.42047595977783203
332,0.4172811508178711
333,0.4195222854614258
334,0.41921234130859375
335,0.4061708450317383
336,0.40967559814453125
337,0.40934181213378906
338,0.4080781936645508
339,0.4088888168334961
340,0.41599369049072266
341,0.4184732437133789
342,0.41353797912597656
343,0.4147777557373047
344,0.40948486328125
345,0.4078636169433594
346,0.40242767333984375
347,0.4170188903808594
348,0.4145631790161133
349,0.4174003601074219
350,0.41768646240234375
351,0.4167804718017578
352,0.4146585464477539
353,0.41267967224121094
354,0.4040489196777344
355,0.4181632995605469
356,0.41451549530029297
357,0.4201183319091797
358,0.4202613830566406
359,0.4066476821899414
360,0.4141817092895508
361,0.4134664535522461
362,0.42023754119873047
363,0.40586090087890625
364,0.4014263153076172
365,0.3989229202270508
366,0.41022396087646484
367,0.4152069091796875
368,0.4084596633911133
369,0.4222402572631836
370,0.42553043365478516
371,0.42154884338378906
372,0.4232654571533203
373,0.4215965270996094
374,0.4241476058959961
375,0.4183063507080078
376,0.42047595977783203
377,0.4085073471069336
378,0.4088411331176758
379,0.4208097457885742
380,0.4197845458984375
381,0.42243099212646484
382,0.4092702865600586
383,0.4143962860107422
384,0.41756725311279297
385,0.41937923431396484
386,0.41658973693847656
387,0.40912723541259766
388,0.4060516357421875
389,0.4238138198852539
390,0.4200468063354492
391,0.410247802734375
392,0.411773681640625
393,0.42340850830078125
394,0.4188547134399414
395,0.4245290756225586
396,0.4107961654663086
397,0.41408634185791016
398,0.42874908447265625
399,0.42018985748291016
400,0.4264841079711914
401,0.41272735595703125
402,0.4075775146484375
403,0.42090511322021484
404,0.42090511322021484
405,0.41115379333496094
406,0.42510128021240234
407,0.4234323501586914
408,0.42405223846435547
409,0.42400455474853516
410,0.4143962860107422
411,0.4266033172607422
412,0.4251251220703125
413,0.42803382873535156
414,0.4294404983520508
415,0.41534996032714844
416,0.4169473648071289
417,0.4162559509277344
418,0.4104623794555664
419,0.42688941955566406
420,0.42510128021240234
421,0.42831993103027344
422,0.41246509552001953
423,0.4257926940917969
424,0.4236946105957031
425,0.4227886199951172
426,0.4178295135498047
427,0.42786693572998047
428,0.42662715911865234
429,0.4209766387939453
430,0.4242429733276367
431,0.41353797912597656
432,0.41294193267822266
433,0.4096517562866211
434,0.4216442108154297
435,0.42095279693603516
436,0.4290351867675781
437,0.42009449005126953
438,0.4130373001098633
439,0.41246509552001953
440,0.41022396087646484
441,0.4099617004394531
442,0.4219064712524414
443,0.4157552719116211
444,0.41010475158691406
445,0.4105815887451172
446,0.40688610076904297
447,0.41365718841552734
448,0.42231178283691406
449,0.4210243225097656
450,0.4225740432739258
451,0.4221925735473633
452,0.4118213653564453
453,0.41005706787109375
454,0.4227409362792969
455,0.4233131408691406
456,0.41260814666748047
457,0.4249105453491211
458,0.4189739227294922
459,0.42018985748291016
460,0.4205951690673828
461,0.41446781158447266
462,0.41184520721435547
463,0.4225502014160156
464,0.4185209274291992
465,0.4245767593383789
466,0.4121551513671875
467,0.41222667694091797
468,0.4212627410888672
469,0.41692352294921875
470,0.41420555114746094
471,0.4071006774902344
472,0.40602779388427734
473,0.4181632995605469
474,0.41170215606689453
475,0.4084358215332031
476,0.40559864044189453
477,0.4043111801147461
478,0.41768646240234375
479,0.4163036346435547
480,0.41954612731933594
481,0.4164466857910156
482,0.41425323486328125
483,0.4169473648071289
484,0.413299560546875
485,0.4039773941040039
486,0.4200468063354492
487,0.41506385803222656
488,0.4147062301635742
489,0.40984249114990234
490,0.41697120666503906
491,0.4168996810913086
492,0.4206666946411133
493,0.41637516021728516
494,0.4110584259033203
495,0.40607547760009766
496,0.4099140167236328
497,0.4181632995605469
498,0.4177579879760742
499,0.4222402572631836
500,0.41828250885009766
501,0.41298961639404297
502,0.41310882568359375
503,0.4077920913696289
504,0.40466880798339844
505,0.40543174743652344
506,0.4076967239379883
507,0.4083404541015625
508,0.4070768356323242
509,0.41391944885253906
510,0.4129180908203125
511,0.41704273223876953
512,0.4149446487426758
513,0.40700531005859375
514,0.4048118591308594
515,0.4020700454711914
516,0.41136837005615234
517,0.40521717071533203
518,0.41337108612060547
519,0.41785335540771484
520,0.4141817092895508
521,0.41501617431640625
522,0.4049549102783203
523,0.40178394317626953
524,0.40602779388427734
525,0.4118690490722656
526,0.41239356994628906
527,0.4143486022949219
528,0.4135856628417969
529,0.41306114196777344
530,0.41251277923583984
531,0.40521717071533203
532,0.3954658508300781
533,0.40166473388671875
534,0.3970155715942383
535,0.40052032470703125
536,0.40187931060791016
537,0.4070291519165039
538,0.4133472442626953
539,0.4073152542114258
540,0.40891265869140625
541,0.4005918502807617
542,0.39844608306884766
543,0.39610958099365234
544,0.40314292907714844
545,0.4002103805541992
546,0.4012594223022461
547,0.3971586227416992
548,0.40032958984375
549,0.3929147720336914
550,0.40149784088134766
551,0.3954896926879883
552,0.4099617004394531
553,0.41191673278808594
554,0.4105339050292969
555,0.40030574798583984
556,0.40683841705322266
557,0.4052410125732422
558,0.40810203552246094
559,0.4120597839355469
560,0.4058847427368164
561,0.4110584259033203
562,0.40488338470458984
563,0.40962791442871094
564,0.40831661224365234
565,0.4091987609863281
566,0.40547943115234375
567,0.4118213653564453
568,0.4143247604370117
569,0.39801692962646484
570,0.41179752349853516
571,0.4127035140991211
572,0.4102954864501953
573,0.40133094787597656
574,0.41382408142089844
575,0.4093179702758789
576,0.4116544723510742
577,0.4143247604370117
578,0.41048622131347656
579,0.40989017486572266
580,0.41120147705078125
581,0.40721988677978516
582,0.41070079803466797
583,0.40102100372314453
584,0.4118928909301758
585,0.41375255584716797
586,0.4174003601074219
587,0.40764904022216797
588,0.40345287322998047
589,0.4183540344238281
590,0.4037151336669922
591,0.40636157989501953
592,0.41496849060058594
593,0.4150876998901367
594,0.405670166015625
595,0.40755367279052734
596,0.4168996810913086
597,0.41294193267822266
598,0.4177579879760742
599,0.4068622589111328
600,0.4090557098388672
601,0.40712451934814453
602,0.4031190872192383
603,0.40242767333984375
604,0.4022846221923828
605,0.4111299514770508
606,0.40032958984375
607,0.4008064270019531
608,0.4114398956298828
609,0.40826892852783203
610,0.4004487991333008
611,0.4086742401123047
612,0.40459728240966797
613,0.40352439880371094
614,0.4143486022949219
615,0.40292835235595703
616,0.40185546875
617,0.4130373001098633
618,0.4146108627319336
619,0.41458702087402344
620,0.40254688262939453
621,0.41251277923583984
622,0.41132068634033203
623,0.4136810302734375
624,0.41010475158691406
625,0.4027137756347656
626,0.41196441650390625
627,0.40657615661621094
628,0.4095802307128906
629,0.39866065979003906
630,0.4014263153076172
631,0.3991851806640625
632,0.40133094787597656
633,0.4087696075439453
634,0.4034290313720703
635,0.4074583053588867
636,0.4074583053588867
637,0.4123220443725586
638,0.40624237060546875
639,0.3975639343261719
640,0.4055747985839844
641,0.4102001190185547
642,0.41017627716064453
643,0.3972301483154297
644,0.40001964569091797
645,0.4008779525756836
646,0.4117259979248047
647,0.4082450866699219
648,0.39925670623779297
649,0.3992328643798828
650,0.4080066680908203
651,0.41082000732421875
652,0.4082450866699219
653,0.4037628173828125
654,0.40390586853027344
655,0.41000938415527344
656,0.410247802734375
657,0.4030952453613281
658,0.4019746780395508
659,0.4074106216430664
660,0.41010475158691406
661,0.4108915328979492
662,0.4123697280883789
663,0.4126319885253906
664,0.4154930114746094
665,0.41496849060058594
666,0.4152069091796875
667,0.4075775146484375
668,0.4143247604370117
669,0.4169950485229492
670,0.4137287139892578
671,0.4037151336669922
672,0.4168281555175781
673,0.4165182113647461
674,0.4160890579223633
675,0.4170188903808594
676,0.4233131408691406
677,0.4143962860107422
678,0.4196176528930664
679,0.41391944885253906
680,0.41327571868896484
681,0.40624237060546875
682,0.41806793212890625
683,0.41306114196777344
684,0.4138479232788086
685,0.4025230407714844
686,0.40185546875
687,0.40171241760253906
688,0.39522743225097656
689,0.40111637115478516
690,0.40264225006103516
691,0.40276145935058594
692,0.41267967224121094
693,0.41298961639404297
694,0.41267967224121094
695,0.4035005569458008
696,0.40493106842041016
697,0.41594600677490234
698,0.41070079803466797
699,0.4014263153076172
700,0.4142293930053711
701,0.4135856628417969
702,0.4161367416381836
703,0.4141578674316406
704,0.4074106216430664
705,0.41680431365966797
706,0.4144439697265625
707,0.4152545928955078
708,0.41289424896240234
709,0.4130373001098633
710,0.41475391387939453
711,0.4122743606567383
712,0.41322803497314453
713,0.4028806686401367
714,0.4105815887451172
715,0.4067668914794922
716,0.41103458404541016
717,0.4108438491821289
718,0.40412044525146484
719,0.40166473388671875
720,0.41179752349853516
721,0.4112253189086914
722,0.4037151336669922
723,0.40013885498046875
724,0.39904212951660156
725,0.4119405746459961
726,0.4109153747558594
727,0.4081258773803711
